mode,season,route_id,route_name,direction_id,day_type_id,day_type_name,stop_time,stop_name,stop_id,stopsequence,average_ons,average_offs,average_load,ObjectId
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 15:23:00+00,Morton Street,place-DB-2230,3,0,0,2,5310
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 15:27:00+00,Fairmount,place-DB-2205,4,0,1,1,5311
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 15:31:00+00,Readville,place-DB-0095,5,,1,,5312
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 17:05:00+00,South Station,place-sstat,1,5,,5,5313
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 17:16:00+00,Uphams Corner,place-DB-2258,2,0,0,5,5314
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 17:23:00+00,Morton Street,place-DB-2230,3,0,1,4,5315
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 17:27:00+00,Fairmount,place-DB-2205,4,0,2,2,5316
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 17:31:00+00,Readville,place-DB-0095,5,,2,,5317
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 19:05:00+00,South Station,place-sstat,1,8,,8,5318
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 19:16:00+00,Uphams Corner,place-DB-2258,2,1,0,9,5319
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 19:23:00+00,Morton Street,place-DB-2230,3,0,1,8,5320
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 19:27:00+00,Fairmount,place-DB-2205,4,0,3,5,5321
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 19:31:00+00,Readville,place-DB-0095,5,,5,,5322
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 20:30:00+00,South Station,place-sstat,1,28,,28,5323
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 20:41:00+00,Uphams Corner,place-DB-2258,2,0,4,24,5324
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 20:48:00+00,Morton Street,place-DB-2230,3,0,8,16,5325
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 20:52:00+00,Fairmount,place-DB-2205,4,0,5,11,5326
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 20:56:00+00,Readville,place-DB-0095,5,,11,,5327
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 21:30:00+00,South Station,place-sstat,1,82,,82,5328
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 21:41:00+00,Uphams Corner,place-DB-2258,2,1,4,79,5329
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 21:48:00+00,Morton Street,place-DB-2230,3,0,25,54,5330
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 21:52:00+00,Fairmount,place-DB-2205,4,2,39,17,5331
2,Spring 2012,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 21:56:00+00,Readville,place-DB-0095,5,,17,,5332
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 23:43:00+00,Wellesley Farms,place-WML-0125,8,2,50,507,5333
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 23:43:00+00,Westborough,place-WML-0340,16,0,143,258,5334
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 19:24:00+00,West Newton,place-WML-0091,6,5,7,192,5335
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 01:36:00+00,Framingham,place-WML-0214,13,6,40,74,5336
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:12:00+00,Ashland,place-WML-0252,14,3,208,547,5337
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 01:41:00+00,Back Bay,place-bbsta,2,44,2,174,5338
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 14:00:00+00,South Station,place-sstat,8,,53,,5339
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 23:44:00+00,Framingham,place-WML-0214,13,,61,,5340
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 19:27:00+00,Auburndale,place-WML-0102,7,4,2,194,5341
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 04:16:00+00,West Natick,place-WML-0199,12,0,12,117,5342
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 23:45:00+00,South Station,place-sstat,1,255,,255,5343
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 04:21:00+00,Framingham,place-WML-0214,13,1,23,95,5344
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 18:00:00+00,Readville,place-DB-0095,4,0,,0,5345
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 19:30:00+00,Wellesley Farms,place-WML-0125,8,3,10,187,5346
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 01:42:00+00,Ashland,place-WML-0252,14,4,19,59,5347
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 23:46:00+00,Wellesley Hills,place-WML-0135,9,3,26,484,5348
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:16:00+00,Back Bay,place-bbsta,2,199,15,777,5349
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 04:27:00+00,Ashland,place-WML-0252,14,2,22,75,5350
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 18:03:00+00,Fairmount,place-DB-2205,5,3,0,3,5351
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 19:33:00+00,Wellesley Hills,place-WML-0135,9,0,15,172,5352
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 01:45:00+00,Worcester,place-WML-0442,18,,56,,5353
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 23:49:00+00,Grafton,place-WML-0364,17,0,61,197,5354
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:17:00+00,West Natick,place-WML-0199,12,0,22,61,5355
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 04:30:00+00,South Station,place-sstat,1,23,,23,5356
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 18:07:00+00,Morton Street,place-DB-2230,6,1,0,4,5357
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 19:37:00+00,Wellesley Square,place-WML-0147,10,4,24,152,5358
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 18:14:00+00,Uphams Corner,place-DB-2258,7,0,0,4,5359
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 01:46:00+00,Yawkey,,3,31,1,204,5360
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 18:25:00+00,South Station,place-sstat,8,,4,,5361
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 23:50:00+00,Wellesley Square,place-WML-0147,10,0,50,434,5362
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:17:00+00,Southborough,place-WML-0274,15,1,125,423,5363
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 01:47:00+00,Southborough,place-WML-0274,15,0,13,46,5364
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 23:51:00+00,Back Bay,place-bbsta,2,113,4,364,5365
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 20:00:00+00,Readville,place-DB-0095,4,0,,0,5366
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 19:41:00+00,Natick Center,place-WML-0177,11,2,23,131,5367
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 04:32:00+00,Southborough,place-WML-0274,15,0,12,63,5368
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 23:54:00+00,Natick Center,place-WML-0177,11,1,47,388,5369
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 04:36:00+00,Back Bay,place-bbsta,2,19,0,42,5370
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 23:56:00+00,Yawkey,,3,46,3,407,5371
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 04:41:00+00,Westborough,place-WML-0340,16,0,14,49,5372
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 23:59:00+00,West Natick,place-WML-0199,12,2,47,343,5373
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 04:41:00+00,Yawkey,,3,41,0,83,5374
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:01:00+00,Boston Landing,place-WML-0035,4,4,32,379,5375
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 04:46:00+00,Boston Landing,place-WML-0035,4,0,4,79,5376
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:03:00+00,Worcester,place-WML-0442,18,,197,,5377
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 04:46:00+00,Grafton,place-WML-0364,17,0,13,36,5378
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:05:00+00,Framingham,place-WML-0214,13,7,56,294,5379
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 20:03:00+00,Fairmount,place-DB-2205,5,0,0,0,5380
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 04:51:00+00,Newtonville,place-WML-0081,5,2,2,79,5381
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 19:46:00+00,West Natick,place-WML-0199,12,,28,103,5382
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 01:51:00+00,Boston Landing,place-WML-0035,4,4,20,188,5383
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:06:00+00,Newtonville,place-WML-0081,5,5,34,350,5384
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:21:00+00,Yawkey,,3,70,11,836,5385
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 04:55:00+00,West Newton,place-WML-0091,6,0,2,77,5386
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 20:07:00+00,Morton Street,place-DB-2230,6,0,0,0,5387
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 19:51:00+00,Framingham,place-WML-0214,13,5,19,89,5388
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 01:56:00+00,Newtonville,place-WML-0081,5,3,10,181,5389
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:10:00+00,West Newton,place-WML-0091,6,1,26,325,5390
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:11:00+00,Ashland,place-WML-0252,14,0,61,233,5391
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:13:00+00,Auburndale,place-WML-0102,7,11,5,331,5392
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:16:00+00,Wellesley Farms,place-WML-0125,8,0,20,311,5393
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:16:00+00,Southborough,place-WML-0274,15,0,45,188,5394
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:19:00+00,Wellesley Hills,place-WML-0135,9,0,24,287,5395
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:23:00+00,Wellesley Square,place-WML-0147,10,1,28,260,5396
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:25:00+00,Westborough,place-WML-0340,16,1,69,120,5397
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:27:00+00,Natick Center,place-WML-0177,11,0,34,226,5398
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:30:00+00,Grafton,place-WML-0364,17,0,32,88,5399
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:32:00+00,West Natick,place-WML-0199,12,1,33,194,5400
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:35:00+00,South Station,place-sstat,1,52,,52,5401
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:37:00+00,Framingham,place-WML-0214,13,4,35,163,5402
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:41:00+00,Back Bay,place-bbsta,2,12,9,55,5403
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:43:00+00,Ashland,place-WML-0252,14,0,44,119,5404
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:44:00+00,Worcester,place-WML-0442,18,,88,,5405
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:45:00+00,South Station,place-sstat,1,125,,125,5406
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:46:00+00,Yawkey,,3,6,5,56,5407
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:48:00+00,Southborough,place-WML-0274,15,0,16,103,5408
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:51:00+00,Back Bay,place-bbsta,2,68,0,193,5409
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:56:00+00,Yawkey,,3,27,2,218,5410
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 00:57:00+00,Westborough,place-WML-0340,16,0,32,71,5411
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 01:01:00+00,Boston Landing,place-WML-0035,4,1,18,201,5412
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 01:02:00+00,Grafton,place-WML-0364,17,0,12,59,5413
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 01:06:00+00,Newtonville,place-WML-0081,5,10,15,196,5414
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 01:10:00+00,West Newton,place-WML-0091,6,2,5,193,5415
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 01:13:00+00,Auburndale,place-WML-0102,7,0,10,183,5416
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 01:15:00+00,Worcester,place-WML-0442,18,,59,,5417
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 01:16:00+00,Wellesley Farms,place-WML-0125,8,2,8,177,5418
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 01:19:00+00,Wellesley Hills,place-WML-0135,9,2,8,171,5419
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 19:57:00+00,Ashland,place-WML-0252,14,2,14,77,5420
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 20:02:00+00,Southborough,place-WML-0274,15,0,12,65,5421
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:23:00+00,Framingham,place-WML-0214,13,,61,,5422
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 20:14:00+00,Uphams Corner,place-DB-2258,7,0,0,0,5423
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 20:11:00+00,Westborough,place-WML-0340,16,3,12,56,5424
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 04:58:00+00,Auburndale,place-WML-0102,7,0,0,77,5425
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:26:00+00,Boston Landing,place-WML-0035,4,14,109,741,5426
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 20:25:00+00,South Station,place-sstat,8,,0,,5427
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 05:00:00+00,Worcester,place-WML-0442,18,,36,,5428
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:26:00+00,Westborough,place-WML-0340,16,4,121,306,5429
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 21:10:00+00,Readville,place-DB-0095,4,4,,4,5430
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 05:01:00+00,Wellesley Farms,place-WML-0125,8,0,1,76,5431
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:31:00+00,Newtonville,place-WML-0081,5,2,108,635,5432
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 21:13:00+00,Fairmount,place-DB-2205,5,1,0,5,5433
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 05:04:00+00,Wellesley Hills,place-WML-0135,9,0,0,76,5434
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:31:00+00,Grafton,place-WML-0364,17,2,104,204,5435
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 21:17:00+00,Morton Street,place-DB-2230,6,3,0,8,5436
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 05:07:00+00,Wellesley Square,place-WML-0147,10,0,3,73,5437
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:35:00+00,West Newton,place-WML-0091,6,2,79,558,5438
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 21:24:00+00,Uphams Corner,place-DB-2258,7,3,0,11,5439
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 01:56:00+00,Westborough,place-WML-0340,16,1,22,25,5440
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 21:35:00+00,South Station,place-sstat,8,,11,,5441
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 22:06:00+00,Readville,place-DB-0095,4,5,,5,5442
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 22:09:00+00,Fairmount,place-DB-2205,5,1,0,6,5443
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 22:13:00+00,Morton Street,place-DB-2230,6,1,0,7,5444
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 22:20:00+00,Uphams Corner,place-DB-2258,7,6,2,11,5445
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 22:31:00+00,South Station,place-sstat,8,,11,,5446
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 22:46:00+00,Readville,place-DB-0095,4,,,0,5447
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 22:49:00+00,Fairmount,place-DB-2205,5,,0,0,5448
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 22:53:00+00,Morton Street,place-DB-2230,6,,0,0,5449
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 23:00:00+00,Uphams Corner,place-DB-2258,7,,0,0,5450
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 23:11:00+00,South Station,place-sstat,8,,0,,5451
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 23:21:00+00,Readville,place-DB-0095,4,1,,1,5452
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 23:25:00+00,Readville,place-DB-0095,4,1,,1,5453
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 23:30:00+00,Fairmount,place-DB-2205,5,,,1,5454
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 23:43:00+00,South Station,place-sstat,8,,1,,5455
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 23:50:00+00,South Station,place-sstat,8,,1,,5456
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/02 00:10:00+00,Readville,place-DB-0095,4,0,,0,5457
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/02 00:13:00+00,Fairmount,place-DB-2205,5,0,0,0,5458
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/02 00:17:00+00,Morton Street,place-DB-2230,6,0,0,0,5459
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/02 00:24:00+00,Uphams Corner,place-DB-2258,7,0,0,0,5460
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/02 00:35:00+00,South Station,place-sstat,8,,0,,5461
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/02 01:10:00+00,Readville,place-DB-0095,4,3,,3,5462
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/02 01:13:00+00,Fairmount,place-DB-2205,5,0,0,3,5463
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/02 01:17:00+00,Morton Street,place-DB-2230,6,3,1,5,5464
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/02 01:22:00+00,Readville,place-DB-0095,4,1,,1,5465
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/02 01:24:00+00,Uphams Corner,place-DB-2258,7,0,4,1,5466
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/02 01:35:00+00,South Station,place-sstat,8,,1,,5467
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/02 01:45:00+00,South Station,place-sstat,8,,1,,5468
2,Spring 2012,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/02 03:20:00+00,Readville,place-DB-0095,4,0,,0,5469
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 20:16:00+00,Grafton,place-WML-0364,17,0,12,44,5470
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 02:00:00+00,West Newton,place-WML-0091,6,0,3,178,5471
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:35:00+00,West Natick,place-WML-0199,12,4,195,1106,5472
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/02 02:01:00+00,Grafton,place-WML-0364,17,0,12,13,5473
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:38:00+00,Auburndale,place-WML-0102,7,10,64,504,5474
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:40:00+00,South Station,place-sstat,1,723,,723,5475
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:42:00+00,Wellesley Farms,place-WML-0125,8,1,69,436,5476
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:43:00+00,Framingham,place-WML-0214,13,31,263,874,5477
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:45:00+00,Wellesley Hills,place-WML-0135,9,2,62,376,5478
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:45:00+00,Worcester,place-WML-0442,18,,204,,5479
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:46:00+00,Back Bay,place-bbsta,2,191,8,906,5480
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:49:00+00,Wellesley Square,place-WML-0147,10,2,149,229,5481
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:50:00+00,South Station,place-sstat,1,338,,338,5482
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:50:00+00,Ashland,place-WML-0252,14,1,221,654,5483
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:51:00+00,Yawkey,,3,99,14,991,5484
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:53:00+00,Natick Center,place-WML-0177,11,1,131,99,5485
2,Spring 2018,CR-Worcester,Framingham/Worcester Line,1,day_type_01,weekday,2018/01/01 22:55:00+00,Southborough,place-WML-0274,15,0,167,487,5486
