mode,season,route_id,route_name,direction_id,day_type_id,day_type_name,stop_time,stop_name,stop_id,stopsequence,average_ons,average_offs,average_load,ObjectId
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 10:41:00+00,Concord,place-FR-0201,9,23,0,208,181
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 10:45:00+00,Wachusett,place-FR-3338,1,15,,15,182
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 10:49:00+00,Lincoln,place-FR-0167,10,23,0,231,183
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 10:53:00+00,Fitchburg,place-FR-0494,2,10,0,25,184
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 10:54:00+00,Hastings,place-FR-0137,12,2,0,233,185
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 10:57:00+00,Kendal Green,place-FR-0132,13,12,0,245,186
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 10:59:00+00,North Leominster,place-FR-0451,3,28,2,51,187
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 11:00:00+00,Brandeis/Roberts,place-FR-0115,14,12,1,256,188
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 11:04:00+00,Waltham,place-FR-0098,15,26,3,279,189
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 11:07:00+00,Shirley,place-FR-0394,4,21,0,72,190
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 11:09:00+00,Waverley,place-FR-0074,16,5,2,282,191
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 11:12:00+00,Belmont,place-FR-0064,17,6,2,286,192
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 11:12:00+00,Ayer,place-FR-0361,5,23,3,92,193
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 11:17:00+00,Porter,place-portr,18,5,93,198,194
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 11:20:00+00,Littleton/Rte 495,place-FR-0301,6,36,0,128,195
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 11:20:00+00,Wachusett,place-FR-3338,1,38,,38,196
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 11:27:00+00,South Acton,place-FR-0253,7,147,1,274,197
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 11:27:00+00,North Station,place-north,19,,198,,198
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 11:28:00+00,Fitchburg,place-FR-0494,2,53,0,91,199
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 11:31:00+00,West Concord,place-FR-0219,8,38,0,312,200
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 21:15:00+00,South Station,place-sstat,1,126,,126,201
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 21:24:00+00,Newmarket,place-DB-2265,2,5,1,130,202
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 21:27:00+00,Uphams Corner,place-DB-2258,3,2,8,124,203
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 21:30:00+00,Four Corners/Geneva,place-DB-2249,4,2,11,115,204
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 21:33:00+00,Talbot Avenue,place-DB-2240,5,6,8,113,205
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 16:08:00+00,Morton Street,place-DB-2230,3,7,1,25,206
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 21:36:00+00,Morton Street,place-DB-2230,6,1,25,89,207
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 21:40:00+00,Fairmount,place-DB-2205,7,0,79,10,208
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 21:45:00+00,Readville,place-DB-0095,8,,10,,209
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 22:00:00+00,South Station,place-sstat,1,195,,195,210
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 22:09:00+00,Newmarket,place-DB-2265,2,13,1,207,211
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 22:12:00+00,Uphams Corner,place-DB-2258,3,0,14,193,212
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 22:15:00+00,Four Corners/Geneva,place-DB-2249,4,1,8,186,213
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 22:18:00+00,Talbot Avenue,place-DB-2240,5,1,29,158,214
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 22:21:00+00,Morton Street,place-DB-2230,6,0,8,150,215
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 22:25:00+00,Fairmount,place-DB-2205,7,0,106,44,216
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 22:30:00+00,Readville,place-DB-0095,8,,44,,217
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 22:45:00+00,South Station,place-sstat,1,243,,243,218
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 22:54:00+00,Newmarket,place-DB-2265,2,4,4,243,219
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 22:57:00+00,Uphams Corner,place-DB-2258,3,1,25,219,220
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 23:00:00+00,Four Corners/Geneva,place-DB-2249,4,2,25,196,221
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 23:03:00+00,Talbot Avenue,place-DB-2240,5,3,27,172,222
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 23:06:00+00,Morton Street,place-DB-2230,6,2,37,137,223
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 23:10:00+00,Fairmount,place-DB-2205,7,0,79,58,224
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 23:15:00+00,Readville,place-DB-0095,8,,58,,225
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 23:30:00+00,South Station,place-sstat,1,75,,75,226
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 23:39:00+00,Newmarket,place-DB-2265,2,3,4,74,227
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 23:42:00+00,Uphams Corner,place-DB-2258,3,0,5,69,228
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 23:45:00+00,Four Corners/Geneva,place-DB-2249,4,0,15,54,229
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 23:48:00+00,Talbot Avenue,place-DB-2240,5,2,9,47,230
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 23:51:00+00,Morton Street,place-DB-2230,6,1,9,39,231
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 23:55:00+00,Fairmount,place-DB-2205,7,0,33,6,232
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/02 00:00:00+00,Readville,place-DB-0095,8,,6,,233
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/02 00:15:00+00,South Station,place-sstat,1,57,,57,234
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/02 00:24:00+00,Newmarket,place-DB-2265,2,3,2,58,235
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/02 00:27:00+00,Uphams Corner,place-DB-2258,3,1,7,52,236
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/02 00:30:00+00,Four Corners/Geneva,place-DB-2249,4,3,9,46,237
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/02 00:33:00+00,Talbot Avenue,place-DB-2240,5,1,8,39,238
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/02 00:36:00+00,Morton Street,place-DB-2230,6,0,5,34,239
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/02 00:40:00+00,Fairmount,place-DB-2205,7,0,24,10,240
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/02 00:45:00+00,Readville,place-DB-0095,8,,10,,241
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/02 01:15:00+00,South Station,place-sstat,1,43,,43,242
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/02 01:24:00+00,Newmarket,place-DB-2265,2,0,2,41,243
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/02 01:27:00+00,Uphams Corner,place-DB-2258,3,3,3,41,244
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/02 01:30:00+00,Four Corners/Geneva,place-DB-2249,4,4,5,40,245
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/02 01:33:00+00,Talbot Avenue,place-DB-2240,5,1,8,33,246
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/02 01:36:00+00,Morton Street,place-DB-2230,6,0,8,25,247
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/02 01:40:00+00,Fairmount,place-DB-2205,7,0,16,9,248
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/02 01:45:00+00,Readville,place-DB-0095,8,,9,,249
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/02 02:00:00+00,South Station,place-sstat,1,22,,22,250
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/02 02:09:00+00,Newmarket,place-DB-2265,2,1,0,23,251
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 16:11:00+00,Talbot Avenue,place-DB-2240,4,4,0,29,252
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 16:14:00+00,Four Corners/Geneva,place-DB-2249,5,5,1,33,253
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 16:17:00+00,Uphams Corner,place-DB-2258,6,1,2,32,254
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 16:20:00+00,Newmarket,place-DB-2265,7,0,0,32,255
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 16:30:00+00,South Station,place-sstat,8,,32,,256
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 17:00:00+00,Readville,place-DB-0095,1,3,,3,257
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 17:03:00+00,Fairmount,place-DB-2205,2,4,0,7,258
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 17:08:00+00,Morton Street,place-DB-2230,3,3,0,10,259
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 17:11:00+00,Talbot Avenue,place-DB-2240,4,4,0,14,260
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 17:14:00+00,Four Corners/Geneva,place-DB-2249,5,4,0,18,261
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 17:17:00+00,Uphams Corner,place-DB-2258,6,3,0,21,262
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 17:20:00+00,Newmarket,place-DB-2265,7,1,2,20,263
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 17:30:00+00,South Station,place-sstat,8,,20,,264
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 18:01:00+00,Readville,place-DB-0095,1,0,,0,265
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 18:03:00+00,Fairmount,place-DB-2205,2,17,0,17,266
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 18:08:00+00,Morton Street,place-DB-2230,3,1,0,18,267
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 18:11:00+00,Talbot Avenue,place-DB-2240,4,6,0,24,268
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 18:14:00+00,Four Corners/Geneva,place-DB-2249,5,2,1,25,269
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 18:17:00+00,Uphams Corner,place-DB-2258,6,0,1,24,270
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 18:20:00+00,Newmarket,place-DB-2265,7,4,8,20,271
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 18:30:00+00,South Station,place-sstat,8,,20,,272
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 19:00:00+00,Readville,place-DB-0095,1,0,,0,273
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 19:03:00+00,Fairmount,place-DB-2205,2,9,0,9,274
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 19:08:00+00,Morton Street,place-DB-2230,3,2,1,10,275
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 19:11:00+00,Talbot Avenue,place-DB-2240,4,3,2,11,276
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 19:14:00+00,Four Corners/Geneva,place-DB-2249,5,3,3,11,277
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 19:17:00+00,Uphams Corner,place-DB-2258,6,2,0,13,278
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 19:20:00+00,Newmarket,place-DB-2265,7,1,1,13,279
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 19:30:00+00,South Station,place-sstat,8,,13,,280
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 19:40:00+00,Readville,place-DB-0095,1,3,,3,281
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 19:43:00+00,Fairmount,place-DB-2205,2,25,1,27,282
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 19:48:00+00,Morton Street,place-DB-2230,3,48,0,75,283
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 19:51:00+00,Talbot Avenue,place-DB-2240,4,6,12,69,284
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 19:54:00+00,Four Corners/Geneva,place-DB-2249,5,11,34,46,285
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 19:57:00+00,Uphams Corner,place-DB-2258,6,1,18,29,286
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 20:00:00+00,Newmarket,place-DB-2265,7,1,9,21,287
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 20:10:00+00,South Station,place-sstat,8,,21,,288
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 20:30:00+00,Readville,place-DB-0095,1,28,,28,289
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 20:33:00+00,Fairmount,place-DB-2205,2,11,5,34,290
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 20:38:00+00,Morton Street,place-DB-2230,3,28,6,56,291
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 20:41:00+00,Talbot Avenue,place-DB-2240,4,5,7,54,292
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 20:44:00+00,Four Corners/Geneva,place-DB-2249,5,11,20,45,293
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 20:47:00+00,Uphams Corner,place-DB-2258,6,1,30,16,294
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 20:50:00+00,Newmarket,place-DB-2265,7,0,2,14,295
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 21:00:00+00,South Station,place-sstat,8,,14,,296
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 21:15:00+00,Readville,place-DB-0095,1,5,,5,297
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 21:18:00+00,Fairmount,place-DB-2205,2,17,0,22,298
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 21:23:00+00,Morton Street,place-DB-2230,3,8,2,28,299
2,Spring 2018,CR-Fairmount,Fairmount Line,0,day_type_01,weekday,2018/01/01 21:26:00+00,Talbot Avenue,place-DB-2240,4,1,3,26,300
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 15:10:00+00,Fairmount,place-DB-2205,7,0,2,1,301
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 15:15:00+00,Readville,place-DB-0095,8,,1,,302
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 15:45:00+00,South Station,place-sstat,1,10,,10,303
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 15:54:00+00,Newmarket,place-DB-2265,2,1,1,10,304
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 15:57:00+00,Uphams Corner,place-DB-2258,3,1,0,11,305
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 16:00:00+00,Four Corners/Geneva,place-DB-2249,4,2,3,10,306
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 16:03:00+00,Talbot Avenue,place-DB-2240,5,0,3,7,307
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 16:06:00+00,Morton Street,place-DB-2230,6,0,3,4,308
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 16:10:00+00,Fairmount,place-DB-2205,7,0,2,2,309
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 16:15:00+00,Readville,place-DB-0095,8,,2,,310
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 16:45:00+00,South Station,place-sstat,1,11,,11,311
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 16:54:00+00,Newmarket,place-DB-2265,2,0,0,11,312
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 16:57:00+00,Uphams Corner,place-DB-2258,3,2,3,10,313
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 17:00:00+00,Four Corners/Geneva,place-DB-2249,4,0,0,10,314
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 17:03:00+00,Talbot Avenue,place-DB-2240,5,0,2,8,315
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 17:06:00+00,Morton Street,place-DB-2230,6,3,1,10,316
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 17:10:00+00,Fairmount,place-DB-2205,7,0,4,6,317
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 17:15:00+00,Readville,place-DB-0095,8,,6,,318
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 17:45:00+00,South Station,place-sstat,1,9,,9,319
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 17:54:00+00,Newmarket,place-DB-2265,2,5,0,14,320
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 17:57:00+00,Uphams Corner,place-DB-2258,3,1,0,15,321
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 18:00:00+00,Four Corners/Geneva,place-DB-2249,4,1,2,14,322
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 18:03:00+00,Talbot Avenue,place-DB-2240,5,0,5,9,323
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 18:06:00+00,Morton Street,place-DB-2230,6,0,2,7,324
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 18:10:00+00,Fairmount,place-DB-2205,7,0,6,1,325
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 18:15:00+00,Readville,place-DB-0095,8,,1,,326
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 18:45:00+00,South Station,place-sstat,1,25,,25,327
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 18:54:00+00,Newmarket,place-DB-2265,2,0,1,24,328
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 18:57:00+00,Uphams Corner,place-DB-2258,3,0,4,20,329
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 19:00:00+00,Four Corners/Geneva,place-DB-2249,4,1,3,18,330
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 19:03:00+00,Talbot Avenue,place-DB-2240,5,1,3,16,331
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 19:06:00+00,Morton Street,place-DB-2230,6,1,4,13,332
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 19:10:00+00,Fairmount,place-DB-2205,7,0,10,3,333
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 19:15:00+00,Readville,place-DB-0095,8,,3,,334
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 19:45:00+00,South Station,place-sstat,1,36,,36,335
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 19:54:00+00,Newmarket,place-DB-2265,2,2,0,38,336
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 19:57:00+00,Uphams Corner,place-DB-2258,3,4,3,39,337
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 20:00:00+00,Four Corners/Geneva,place-DB-2249,4,9,9,39,338
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 20:03:00+00,Talbot Avenue,place-DB-2240,5,5,5,39,339
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 20:06:00+00,Morton Street,place-DB-2230,6,3,15,27,340
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 20:10:00+00,Fairmount,place-DB-2205,7,0,19,8,341
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 20:15:00+00,Readville,place-DB-0095,8,,8,,342
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 20:30:00+00,South Station,place-sstat,1,50,,50,343
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 20:39:00+00,Newmarket,place-DB-2265,2,12,0,62,344
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 20:42:00+00,Uphams Corner,place-DB-2258,3,2,5,59,345
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 20:45:00+00,Four Corners/Geneva,place-DB-2249,4,1,11,49,346
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 20:48:00+00,Talbot Avenue,place-DB-2240,5,3,9,43,347
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 20:51:00+00,Morton Street,place-DB-2230,6,2,16,29,348
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 20:55:00+00,Fairmount,place-DB-2205,7,0,20,9,349
2,Spring 2018,CR-Fairmount,Fairmount Line,1,day_type_01,weekday,2018/01/01 21:00:00+00,Readville,place-DB-0095,8,,9,,350
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 11:34:00+00,North Leominster,place-FR-0451,3,26,0,117,351
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 11:36:00+00,Concord,place-FR-0201,9,46,2,356,352
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 11:42:00+00,Shirley,place-FR-0394,4,42,1,158,353
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 11:44:00+00,Lincoln,place-FR-0167,10,42,1,397,354
2,Spring 2018,CR-Fitchburg,Fitchburg Line,0,day_type_01,weekday,2018/01/01 11:45:00+00,Wachusett,place-FR-3338,1,6,,6,355
